ID	NameSurname	Age	WidespreadName
17485	Voter17485	24	1
17486	Voter17486	19	1
17487	Voter17487	44	0
17488	Voter17488	21	1
17489	Voter17489	74	0
17490	Voter17490	24	0
17491	Voter17491	25	0
17492	Voter17492	53	0
17493	Voter17493	71	0
17494	Voter17494	46	0
17495	Voter17495	42	1
17496	Voter17496	47	0
17497	Voter17497	35	0
17498	Voter17498	57	0
17499	Voter17499	19	1
17500	Voter17500	58	0
17501	Voter17501	19	1
17502	Voter17502	36	0
17503	Voter17503	46	0
17504	Voter17504	25	0
17505	Voter17505	34	1
17506	Voter17506	31	0
17507	Voter17507	28	0
17508	Voter17508	40	1
17509	Voter17509	57	0
17510	Voter17510	75	0
17511	Voter17511	30	0
17512	Voter17512	91	1
17513	Voter17513	63	0
17514	Voter17514	23	0
17515	Voter17515	45	1
17516	Voter17516	40	0
17517	Voter17517	49	0
17518	Voter17518	55	0
17519	Voter17519	21	0
17520	Voter17520	25	0
17521	Voter17521	70	0
17522	Voter17522	24	1
17523	Voter17523	34	0
17524	Voter17524	61	0
17525	Voter17525	31	0
17526	Voter17526	51	0
17527	Voter17527	21	0
17528	Voter17528	30	0
17529	Voter17529	36	0
17530	Voter17530	54	0
17531	Voter17531	77	0
17532	Voter17532	32	0
17533	Voter17533	55	0
17534	Voter17534	54	1
17535	Voter17535	38	0
17536	Voter17536	72	0
17537	Voter17537	31	0
17538	Voter17538	50	0
17539	Voter17539	50	0
17540	Voter17540	44	1
17541	Voter17541	24	0
17542	Voter17542	76	0
17543	Voter17543	35	0
17544	Voter17544	59	0
17545	Voter17545	52	0
17546	Voter17546	43	0
17547	Voter17547	62	0
17548	Voter17548	52	0
17549	Voter17549	64	0
17550	Voter17550	49	0
17551	Voter17551	35	1
17552	Voter17552	22	0
17553	Voter17553	29	0
17554	Voter17554	54	0
17555	Voter17555	59	0
17556	Voter17556	24	0
17557	Voter17557	26	1
17558	Voter17558	18	0
17559	Voter17559	52	0
17560	Voter17560	30	0
17561	Voter17561	73	0
17562	Voter17562	75	0
17563	Voter17563	62	0
17564	Voter17564	47	0
17565	Voter17565	58	0
17566	Voter17566	22	0
17567	Voter17567	41	0
17568	Voter17568	30	0
17569	Voter17569	58	0
17570	Voter17570	75	0
17571	Voter17571	33	0
17572	Voter17572	43	0
17573	Voter17573	45	0
17574	Voter17574	43	0
17575	Voter17575	49	0
17576	Voter17576	21	0
17577	Voter17577	33	0
17578	Voter17578	45	0
17579	Voter17579	25	1
17580	Voter17580	59	0
17581	Voter17581	53	0
17582	Voter17582	62	0
17583	Voter17583	42	0
17584	Voter17584	51	0
17585	Voter17585	62	0
17586	Voter17586	24	1
17587	Voter17587	24	0
17588	Voter17588	53	0
17589	Voter17589	76	0
17590	Voter17590	78	0
17591	Voter17591	58	0
17592	Voter17592	88	0
17593	Voter17593	60	0
17594	Voter17594	33	0
17595	Voter17595	51	0
17596	Voter17596	73	0
17597	Voter17597	77	0
17598	Voter17598	21	0
17599	Voter17599	44	1
17600	Voter17600	52	0
17601	Voter17601	28	1
17602	Voter17602	41	0
17603	Voter17603	54	0
17604	Voter17604	64	0
17605	Voter17605	34	0
17606	Voter17606	21	0
17607	Voter17607	79	0
17608	Voter17608	26	0
17609	Voter17609	37	1
17610	Voter17610	64	0
17611	Voter17611	61	0
17612	Voter17612	66	0
17613	Voter17613	36	0
17614	Voter17614	67	0
17615	Voter17615	32	0
17616	Voter17616	45	0
17617	Voter17617	23	0
17618	Voter17618	67	0
17619	Voter17619	32	0
17620	Voter17620	28	0
17621	Voter17621	18	1
17622	Voter17622	56	0
17623	Voter17623	35	0
17624	Voter17624	71	1
17625	Voter17625	59	0
17626	Voter17626	32	1
17627	Voter17627	23	0
17628	Voter17628	70	0
17629	Voter17629	76	0
17630	Voter17630	61	0
17631	Voter17631	52	0
17632	Voter17632	41	0
17633	Voter17633	58	0
17634	Voter17634	75	1
17635	Voter17635	29	0
17636	Voter17636	39	1
17637	Voter17637	64	0
17638	Voter17638	72	0
17639	Voter17639	35	0
17640	Voter17640	20	0
17641	Voter17641	87	0
17642	Voter17642	30	0
17643	Voter17643	39	0
17644	Voter17644	39	1
17645	Voter17645	25	1
17646	Voter17646	28	0
17647	Voter17647	53	0
17648	Voter17648	44	0
17649	Voter17649	28	0
17650	Voter17650	71	0
17651	Voter17651	66	0
17652	Voter17652	24	0
17653	Voter17653	64	0
17654	Voter17654	71	0
17655	Voter17655	71	0
17656	Voter17656	54	0
17657	Voter17657	31	0
17658	Voter17658	36	0
17659	Voter17659	32	0
17660	Voter17660	64	0
17661	Voter17661	72	1
17662	Voter17662	38	0
17663	Voter17663	24	0
17664	Voter17664	86	0
17665	Voter17665	43	0
17666	Voter17666	49	0
17667	Voter17667	23	0
17668	Voter17668	56	0
17669	Voter17669	51	0
17670	Voter17670	18	0
17671	Voter17671	62	0
17672	Voter17672	36	0
17673	Voter17673	42	0
17674	Voter17674	62	0
17675	Voter17675	41	0
17676	Voter17676	21	0
17677	Voter17677	86	0
17678	Voter17678	38	0
17679	Voter17679	80	1
17680	Voter17680	41	0
17681	Voter17681	85	1
17682	Voter17682	25	0
17683	Voter17683	70	0
17684	Voter17684	44	0
17685	Voter17685	44	0
17686	Voter17686	36	0
17687	Voter17687	61	0
17688	Voter17688	51	0
17689	Voter17689	70	0
17690	Voter17690	66	0
17691	Voter17691	42	0
17692	Voter17692	33	0
17693	Voter17693	48	0
17694	Voter17694	40	1
17695	Voter17695	53	0
17696	Voter17696	32	0
17697	Voter17697	41	0
17698	Voter17698	79	0
17699	Voter17699	56	0
17700	Voter17700	26	0
17701	Voter17701	73	0
17702	Voter17702	74	0
17703	Voter17703	79	0
17704	Voter17704	48	0
17705	Voter17705	60	0
17706	Voter17706	30	0
17707	Voter17707	66	0
17708	Voter17708	47	0
17709	Voter17709	60	0
17710	Voter17710	45	0
17711	Voter17711	29	0
17712	Voter17712	78	1
17713	Voter17713	31	1
17714	Voter17714	43	0
17715	Voter17715	37	0
17716	Voter17716	23	0
17717	Voter17717	81	1
17718	Voter17718	65	0
17719	Voter17719	82	0
17720	Voter17720	52	1
17721	Voter17721	67	0
17722	Voter17722	55	1
17723	Voter17723	19	1
17724	Voter17724	47	0
17725	Voter17725	60	0
17726	Voter17726	64	0
17727	Voter17727	96	0
17728	Voter17728	19	0
17729	Voter17729	33	0
17730	Voter17730	64	0
17731	Voter17731	78	1
17732	Voter17732	57	0
17733	Voter17733	62	0
17734	Voter17734	19	0
17735	Voter17735	33	0
17736	Voter17736	33	0
17737	Voter17737	35	0
17738	Voter17738	40	0
17739	Voter17739	63	0
17740	Voter17740	44	0
17741	Voter17741	76	0
17742	Voter17742	46	0
17743	Voter17743	50	1
17744	Voter17744	23	0
17745	Voter17745	40	0
17746	Voter17746	45	0
17747	Voter17747	23	0
17748	Voter17748	49	0
17749	Voter17749	50	0
17750	Voter17750	28	0
17751	Voter17751	47	0
17752	Voter17752	43	0
17753	Voter17753	40	0
17754	Voter17754	26	0
17755	Voter17755	38	0
17756	Voter17756	57	0
17757	Voter17757	42	0
17758	Voter17758	31	0
17759	Voter17759	60	0
17760	Voter17760	65	0
17761	Voter17761	35	1
17762	Voter17762	21	0
17763	Voter17763	57	0
17764	Voter17764	50	1
17765	Voter17765	71	0
17766	Voter17766	75	0
17767	Voter17767	42	0
17768	Voter17768	88	0
17769	Voter17769	58	0
17770	Voter17770	46	0
17771	Voter17771	67	0
17772	Voter17772	56	0
17773	Voter17773	57	0
17774	Voter17774	51	1
17775	Voter17775	26	0
17776	Voter17776	44	0
17777	Voter17777	57	0
17778	Voter17778	77	1
17779	Voter17779	43	1
17780	Voter17780	38	0
17781	Voter17781	23	0
17782	Voter17782	18	0
17783	Voter17783	21	0
17784	Voter17784	45	0
17785	Voter17785	50	0
17786	Voter17786	83	1
17787	Voter17787	33	0
17788	Voter17788	29	0
17789	Voter17789	71	0
17790	Voter17790	58	0
17791	Voter17791	32	0
17792	Voter17792	42	0
17793	Voter17793	47	0
17794	Voter17794	24	0
17795	Voter17795	22	0
17796	Voter17796	66	0
17797	Voter17797	37	0
17798	Voter17798	39	1
17799	Voter17799	69	0
17800	Voter17800	53	0
17801	Voter17801	19	1
17802	Voter17802	55	0
17803	Voter17803	95	0
17804	Voter17804	63	0
17805	Voter17805	22	1
17806	Voter17806	32	0
17807	Voter17807	52	0
17808	Voter17808	37	0
17809	Voter17809	57	0
17810	Voter17810	48	0
17811	Voter17811	63	0
17812	Voter17812	34	0
17813	Voter17813	78	0
17814	Voter17814	20	0
17815	Voter17815	53	0
17816	Voter17816	51	0
17817	Voter17817	61	0
17818	Voter17818	78	0
17819	Voter17819	54	0
17820	Voter17820	29	0
17821	Voter17821	54	0
17822	Voter17822	63	0
17823	Voter17823	27	0
17824	Voter17824	39	0
17825	Voter17825	22	0
17826	Voter17826	28	0
17827	Voter17827	20	0
17828	Voter17828	37	1
17829	Voter17829	46	0
17830	Voter17830	60	0
17831	Voter17831	22	0
17832	Voter17832	27	1
17833	Voter17833	39	0
17834	Voter17834	40	0
17835	Voter17835	55	1
17836	Voter17836	23	0
17837	Voter17837	52	0
17838	Voter17838	73	1
17839	Voter17839	37	0
17840	Voter17840	25	0
17841	Voter17841	47	0
17842	Voter17842	74	0
17843	Voter17843	89	1
17844	Voter17844	61	0
17845	Voter17845	47	1
17846	Voter17846	58	0
17847	Voter17847	56	0
17848	Voter17848	40	0
17849	Voter17849	37	0
17850	Voter17850	82	1
17851	Voter17851	33	0
17852	Voter17852	24	0
17853	Voter17853	38	0
17854	Voter17854	61	1
17855	Voter17855	70	0
17856	Voter17856	45	0
17857	Voter17857	40	1
17858	Voter17858	30	0
17859	Voter17859	48	0
17860	Voter17860	25	0
17861	Voter17861	33	0
17862	Voter17862	38	0
17863	Voter17863	57	0
17864	Voter17864	80	0
17865	Voter17865	38	0
17866	Voter17866	25	1
17867	Voter17867	70	0
17868	Voter17868	53	0
17869	Voter17869	19	0
17870	Voter17870	20	0
17871	Voter17871	51	0
17872	Voter17872	72	0
17873	Voter17873	52	0
17874	Voter17874	52	0
17875	Voter17875	33	0
17876	Voter17876	47	1
17877	Voter17877	65	0
17878	Voter17878	61	0
17879	Voter17879	49	1
17880	Voter17880	29	1
17881	Voter17881	69	0
17882	Voter17882	63	0
17883	Voter17883	64	0
17884	Voter17884	32	0
17885	Voter17885	62	0
17886	Voter17886	45	0
17887	Voter17887	50	0
17888	Voter17888	61	0
17889	Voter17889	59	0
17890	Voter17890	31	0
17891	Voter17891	25	0
17892	Voter17892	22	0
17893	Voter17893	43	0
17894	Voter17894	72	0
17895	Voter17895	52	0
17896	Voter17896	64	0
17897	Voter17897	36	0
17898	Voter17898	39	1
17899	Voter17899	50	0
17900	Voter17900	53	0
17901	Voter17901	55	0
17902	Voter17902	81	1
17903	Voter17903	53	0
17904	Voter17904	30	0
17905	Voter17905	53	0
17906	Voter17906	34	0
17907	Voter17907	34	0
17908	Voter17908	36	0
17909	Voter17909	41	0
17910	Voter17910	30	0
17911	Voter17911	84	0
17912	Voter17912	59	1
17913	Voter17913	52	0
17914	Voter17914	63	0
17915	Voter17915	22	0
17916	Voter17916	50	0
17917	Voter17917	59	0
17918	Voter17918	72	0
17919	Voter17919	34	0
17920	Voter17920	63	0
17921	Voter17921	53	0
17922	Voter17922	67	1
17923	Voter17923	30	0
17924	Voter17924	51	0
17925	Voter17925	23	0
17926	Voter17926	24	1
17927	Voter17927	38	0
17928	Voter17928	30	0
17929	Voter17929	47	0
17930	Voter17930	52	0
17931	Voter17931	62	0
17932	Voter17932	74	0
17933	Voter17933	66	0
17934	Voter17934	32	0
17935	Voter17935	55	0
17936	Voter17936	38	0
17937	Voter17937	49	0
17938	Voter17938	90	0
17939	Voter17939	52	0
17940	Voter17940	80	0
17941	Voter17941	31	0
17942	Voter17942	53	0
17943	Voter17943	19	0
17944	Voter17944	39	0
17945	Voter17945	26	0
17946	Voter17946	18	0
17947	Voter17947	26	1
17948	Voter17948	21	1
17949	Voter17949	68	0
17950	Voter17950	37	0
17951	Voter17951	42	0
17952	Voter17952	18	1
17953	Voter17953	51	0
17954	Voter17954	51	0
17955	Voter17955	64	0
17956	Voter17956	22	1
17957	Voter17957	75	0
17958	Voter17958	43	0
17959	Voter17959	50	0
17960	Voter17960	42	0
17961	Voter17961	53	0
17962	Voter17962	41	0
17963	Voter17963	47	0
17964	Voter17964	77	0
17965	Voter17965	57	0
17966	Voter17966	35	0
17967	Voter17967	51	0
17968	Voter17968	62	0
17969	Voter17969	80	0
17970	Voter17970	66	0
17971	Voter17971	59	0
17972	Voter17972	25	0
17973	Voter17973	43	0
17974	Voter17974	28	0
17975	Voter17975	39	1
17976	Voter17976	35	0
17977	Voter17977	56	0
17978	Voter17978	34	0
17979	Voter17979	60	0
17980	Voter17980	81	0
17981	Voter17981	24	0
17982	Voter17982	70	0
17983	Voter17983	54	0
17984	Voter17984	29	0
17985	Voter17985	48	0
17986	Voter17986	58	0
17987	Voter17987	47	0
17988	Voter17988	45	0
17989	Voter17989	67	0
17990	Voter17990	35	0
17991	Voter17991	53	0
17992	Voter17992	29	0
17993	Voter17993	31	0
17994	Voter17994	35	0
17995	Voter17995	25	0
17996	Voter17996	43	0
17997	Voter17997	33	0
17998	Voter17998	40	0
17999	Voter17999	32	0
18000	Voter18000	24	0
18001	Voter18001	20	0
18002	Voter18002	54	0
18003	Voter18003	76	0
18004	Voter18004	24	0
18005	Voter18005	26	0
18006	Voter18006	42	0
18007	Voter18007	32	0
18008	Voter18008	28	0
18009	Voter18009	27	0
18010	Voter18010	43	0
18011	Voter18011	40	0
18012	Voter18012	70	0
18013	Voter18013	41	0
18014	Voter18014	42	0
18015	Voter18015	46	0
18016	Voter18016	59	0
18017	Voter18017	57	0
18018	Voter18018	21	0
18019	Voter18019	27	1
18020	Voter18020	41	0
18021	Voter18021	24	0
18022	Voter18022	63	0
18023	Voter18023	58	1
18024	Voter18024	50	0
18025	Voter18025	49	1
18026	Voter18026	79	1
18027	Voter18027	19	0
18028	Voter18028	53	0
18029	Voter18029	70	0
18030	Voter18030	56	0
18031	Voter18031	28	0
18032	Voter18032	52	0
18033	Voter18033	54	1
18034	Voter18034	34	0
18035	Voter18035	74	1
18036	Voter18036	61	0
18037	Voter18037	84	0
18038	Voter18038	47	0
18039	Voter18039	26	0
18040	Voter18040	21	1
18041	Voter18041	24	0
18042	Voter18042	40	0
18043	Voter18043	21	0
18044	Voter18044	53	0
18045	Voter18045	79	0
18046	Voter18046	76	0
18047	Voter18047	26	0
18048	Voter18048	21	0
18049	Voter18049	42	0
18050	Voter18050	82	0
18051	Voter18051	38	0
18052	Voter18052	66	0
18053	Voter18053	84	0
18054	Voter18054	45	0
18055	Voter18055	30	0
18056	Voter18056	73	0
18057	Voter18057	85	0
18058	Voter18058	55	0
18059	Voter18059	48	0
18060	Voter18060	68	0
18061	Voter18061	54	0
18062	Voter18062	29	0
18063	Voter18063	46	0
18064	Voter18064	47	0
18065	Voter18065	18	0
18066	Voter18066	68	0
18067	Voter18067	62	0
18068	Voter18068	26	0
18069	Voter18069	38	0
18070	Voter18070	81	0
18071	Voter18071	54	0
18072	Voter18072	51	0
18073	Voter18073	59	0
18074	Voter18074	49	0
18075	Voter18075	19	0
18076	Voter18076	54	0
18077	Voter18077	29	0
18078	Voter18078	51	0
18079	Voter18079	48	0
18080	Voter18080	38	0
18081	Voter18081	43	0
18082	Voter18082	38	1
18083	Voter18083	47	0
18084	Voter18084	33	0
18085	Voter18085	39	0
18086	Voter18086	58	0
18087	Voter18087	24	0
18088	Voter18088	41	0
18089	Voter18089	79	1
18090	Voter18090	24	0
18091	Voter18091	37	0
18092	Voter18092	51	0
18093	Voter18093	73	0
18094	Voter18094	27	0
18095	Voter18095	45	0
18096	Voter18096	35	0
18097	Voter18097	71	0
18098	Voter18098	28	0
18099	Voter18099	42	0
18100	Voter18100	46	0
18101	Voter18101	43	0
18102	Voter18102	81	0
18103	Voter18103	59	0
18104	Voter18104	58	0
18105	Voter18105	38	0
18106	Voter18106	57	0
18107	Voter18107	57	0
18108	Voter18108	65	0
18109	Voter18109	25	0
18110	Voter18110	32	0
18111	Voter18111	22	0
18112	Voter18112	27	0
18113	Voter18113	41	0
18114	Voter18114	40	0
18115	Voter18115	71	0
18116	Voter18116	79	0
18117	Voter18117	72	0
18118	Voter18118	82	0
18119	Voter18119	30	0
18120	Voter18120	24	0
18121	Voter18121	19	1
18122	Voter18122	43	0
18123	Voter18123	20	0
18124	Voter18124	27	0
18125	Voter18125	47	0
18126	Voter18126	76	0
18127	Voter18127	49	1
18128	Voter18128	35	0
18129	Voter18129	42	0
18130	Voter18130	50	0
18131	Voter18131	50	0
18132	Voter18132	50	0
18133	Voter18133	35	0
18134	Voter18134	45	0
18135	Voter18135	73	0
18136	Voter18136	22	0
18137	Voter18137	65	0
18138	Voter18138	59	0
18139	Voter18139	23	0
18140	Voter18140	74	0
18141	Voter18141	18	0
18142	Voter18142	28	0
18143	Voter18143	25	1
18144	Voter18144	36	0
18145	Voter18145	43	0
18146	Voter18146	28	0
18147	Voter18147	28	0
18148	Voter18148	32	0
18149	Voter18149	49	0
18150	Voter18150	50	1
18151	Voter18151	61	0
18152	Voter18152	63	0
18153	Voter18153	40	0
18154	Voter18154	43	0
18155	Voter18155	44	1
18156	Voter18156	48	0
18157	Voter18157	48	0
18158	Voter18158	25	0
18159	Voter18159	35	0
18160	Voter18160	19	0
18161	Voter18161	35	0
18162	Voter18162	41	0
18163	Voter18163	23	0
18164	Voter18164	79	0
18165	Voter18165	51	0
18166	Voter18166	50	0
18167	Voter18167	50	0
18168	Voter18168	24	0
18169	Voter18169	33	0
18170	Voter18170	54	0
18171	Voter18171	63	1
18172	Voter18172	43	0
18173	Voter18173	29	0
18174	Voter18174	59	0
18175	Voter18175	22	0
18176	Voter18176	31	1
18177	Voter18177	75	0
18178	Voter18178	74	0
18179	Voter18179	51	0
18180	Voter18180	76	0
18181	Voter18181	73	0
18182	Voter18182	42	0
18183	Voter18183	51	0
18184	Voter18184	27	0
18185	Voter18185	39	0
18186	Voter18186	39	0
18187	Voter18187	55	0
18188	Voter18188	50	0
18189	Voter18189	63	0
18190	Voter18190	51	0
18191	Voter18191	56	0
18192	Voter18192	48	0
18193	Voter18193	27	0
18194	Voter18194	46	1
18195	Voter18195	48	0
18196	Voter18196	41	1
18197	Voter18197	30	0
18198	Voter18198	82	0
18199	Voter18199	73	0
18200	Voter18200	56	0
18201	Voter18201	48	0
18202	Voter18202	18	0
18203	Voter18203	40	0
18204	Voter18204	23	0
18205	Voter18205	33	0
18206	Voter18206	33	0
18207	Voter18207	63	0
18208	Voter18208	41	0
18209	Voter18209	21	0
18210	Voter18210	44	0
18211	Voter18211	84	0
18212	Voter18212	73	0
18213	Voter18213	29	1
18214	Voter18214	51	1
18215	Voter18215	51	0
18216	Voter18216	50	1
18217	Voter18217	36	0
18218	Voter18218	38	1
18219	Voter18219	75	0
18220	Voter18220	25	0
18221	Voter18221	76	0
18222	Voter18222	23	0
18223	Voter18223	53	1
18224	Voter18224	30	0
18225	Voter18225	71	0
18226	Voter18226	26	0
18227	Voter18227	39	0
18228	Voter18228	25	1
18229	Voter18229	29	0
18230	Voter18230	35	0
18231	Voter18231	48	0
18232	Voter18232	63	0
18233	Voter18233	55	0
18234	Voter18234	23	1
18235	Voter18235	29	0
18236	Voter18236	51	0
18237	Voter18237	54	0
18238	Voter18238	47	0
18239	Voter18239	52	0
18240	Voter18240	37	0
18241	Voter18241	52	0
18242	Voter18242	22	1
18243	Voter18243	22	0
18244	Voter18244	60	0
18245	Voter18245	71	0
18246	Voter18246	35	0
18247	Voter18247	18	0
18248	Voter18248	75	0
18249	Voter18249	67	0
18250	Voter18250	70	0
18251	Voter18251	86	0
18252	Voter18252	59	0
18253	Voter18253	30	1
18254	Voter18254	46	0
18255	Voter18255	56	0
18256	Voter18256	35	1
18257	Voter18257	35	1
18258	Voter18258	77	1
18259	Voter18259	24	1
18260	Voter18260	37	0
18261	Voter18261	45	0
18262	Voter18262	37	0
18263	Voter18263	49	0
18264	Voter18264	26	0
18265	Voter18265	19	0
18266	Voter18266	53	0
18267	Voter18267	86	0
18268	Voter18268	39	1
18269	Voter18269	70	0
18270	Voter18270	48	0
18271	Voter18271	70	0
18272	Voter18272	39	0
18273	Voter18273	41	0
18274	Voter18274	33	0
18275	Voter18275	55	1
18276	Voter18276	81	0
18277	Voter18277	41	1
18278	Voter18278	59	0
18279	Voter18279	18	0
18280	Voter18280	52	0
18281	Voter18281	60	0
18282	Voter18282	46	0
18283	Voter18283	21	0
18284	Voter18284	67	0
18285	Voter18285	42	0
18286	Voter18286	39	0
18287	Voter18287	71	0
18288	Voter18288	42	0
18289	Voter18289	60	0
18290	Voter18290	19	0
18291	Voter18291	28	0
18292	Voter18292	48	0
18293	Voter18293	71	0
18294	Voter18294	61	0
18295	Voter18295	64	0
18296	Voter18296	78	0
18297	Voter18297	43	0
18298	Voter18298	67	0
18299	Voter18299	41	0
18300	Voter18300	76	0
18301	Voter18301	87	0
18302	Voter18302	37	0
18303	Voter18303	43	0
18304	Voter18304	63	0
18305	Voter18305	43	0
18306	Voter18306	54	0
18307	Voter18307	60	0
18308	Voter18308	23	1
18309	Voter18309	61	0
18310	Voter18310	47	0
18311	Voter18311	21	0
18312	Voter18312	36	0
18313	Voter18313	58	0
18314	Voter18314	30	0
18315	Voter18315	39	0
18316	Voter18316	36	0
18317	Voter18317	30	0
18318	Voter18318	62	0
18319	Voter18319	84	0
18320	Voter18320	61	0
18321	Voter18321	36	0
18322	Voter18322	36	1
18323	Voter18323	36	0
18324	Voter18324	25	0
18325	Voter18325	41	0
18326	Voter18326	22	0
18327	Voter18327	28	0
18328	Voter18328	41	0
18329	Voter18329	48	1
18330	Voter18330	23	0
18331	Voter18331	56	1
18332	Voter18332	74	0
18333	Voter18333	37	0
18334	Voter18334	36	0
18335	Voter18335	24	1
18336	Voter18336	19	1
18337	Voter18337	38	0
18338	Voter18338	59	0
18339	Voter18339	30	0
18340	Voter18340	58	0
18341	Voter18341	40	0
18342	Voter18342	75	0
18343	Voter18343	75	0
18344	Voter18344	42	0
18345	Voter18345	73	0
18346	Voter18346	22	0
18347	Voter18347	24	0
18348	Voter18348	40	0
18349	Voter18349	46	0
18350	Voter18350	34	1
18351	Voter18351	45	0
18352	Voter18352	35	0
18353	Voter18353	51	0
18354	Voter18354	32	0
18355	Voter18355	33	1
18356	Voter18356	74	0
18357	Voter18357	54	0
18358	Voter18358	34	0
18359	Voter18359	71	0
18360	Voter18360	39	0
18361	Voter18361	31	0
18362	Voter18362	39	0
18363	Voter18363	36	1
18364	Voter18364	51	0
18365	Voter18365	27	0
18366	Voter18366	72	0
18367	Voter18367	72	0
18368	Voter18368	57	0
18369	Voter18369	41	0
18370	Voter18370	43	0
18371	Voter18371	25	0
18372	Voter18372	64	0
18373	Voter18373	61	0
18374	Voter18374	45	0
18375	Voter18375	28	0
18376	Voter18376	50	0
18377	Voter18377	29	0
18378	Voter18378	70	0
18379	Voter18379	19	1
18380	Voter18380	47	1
18381	Voter18381	40	0
18382	Voter18382	62	0
18383	Voter18383	47	0
18384	Voter18384	68	0
18385	Voter18385	59	0
18386	Voter18386	49	0
18387	Voter18387	41	0
18388	Voter18388	32	0
18389	Voter18389	81	0
18390	Voter18390	51	0
18391	Voter18391	63	0
18392	Voter18392	44	1
18393	Voter18393	38	0
18394	Voter18394	24	0
18395	Voter18395	25	0
18396	Voter18396	56	0
18397	Voter18397	34	0
18398	Voter18398	32	0
18399	Voter18399	45	0
18400	Voter18400	26	0
18401	Voter18401	39	0
18402	Voter18402	56	0
18403	Voter18403	49	1
18404	Voter18404	74	0
18405	Voter18405	51	0
18406	Voter18406	75	0
18407	Voter18407	78	1
18408	Voter18408	33	0
18409	Voter18409	45	0
18410	Voter18410	56	0
18411	Voter18411	73	0
18412	Voter18412	40	0
18413	Voter18413	38	0
18414	Voter18414	72	0
18415	Voter18415	21	0
18416	Voter18416	86	0
18417	Voter18417	28	0
18418	Voter18418	32	0
18419	Voter18419	41	0
18420	Voter18420	60	0
18421	Voter18421	65	0
18422	Voter18422	49	0
18423	Voter18423	35	1
18424	Voter18424	40	0
18425	Voter18425	29	0
18426	Voter18426	75	0
18427	Voter18427	60	0
18428	Voter18428	22	0
18429	Voter18429	71	0
18430	Voter18430	56	0
18431	Voter18431	71	0
18432	Voter18432	70	0
18433	Voter18433	19	0
18434	Voter18434	73	0
18435	Voter18435	26	1
18436	Voter18436	27	0
18437	Voter18437	36	0
18438	Voter18438	63	0
18439	Voter18439	27	0
18440	Voter18440	47	0
18441	Voter18441	81	0
18442	Voter18442	75	0
18443	Voter18443	18	0
18444	Voter18444	45	0
18445	Voter18445	52	0
18446	Voter18446	33	0
18447	Voter18447	61	0
18448	Voter18448	32	0
18449	Voter18449	40	0
18450	Voter18450	80	0
18451	Voter18451	83	0
18452	Voter18452	72	1
18453	Voter18453	68	0
18454	Voter18454	51	1
18455	Voter18455	44	0
18456	Voter18456	58	0
18457	Voter18457	26	0
18458	Voter18458	22	1
18459	Voter18459	71	0
18460	Voter18460	50	0
18461	Voter18461	28	0
18462	Voter18462	41	0
18463	Voter18463	46	0
18464	Voter18464	26	0
18465	Voter18465	53	0
18466	Voter18466	64	0
18467	Voter18467	18	0
18468	Voter18468	72	0
18469	Voter18469	50	0
18470	Voter18470	72	0
18471	Voter18471	20	0
18472	Voter18472	25	1
18473	Voter18473	42	0
18474	Voter18474	47	0
18475	Voter18475	35	0
18476	Voter18476	50	1
18477	Voter18477	55	0
18478	Voter18478	33	0
18479	Voter18479	71	0
18480	Voter18480	48	0
18481	Voter18481	31	0
18482	Voter18482	70	0
18483	Voter18483	57	0
18484	Voter18484	54	1
18485	Voter18485	86	0
18486	Voter18486	61	0
18487	Voter18487	36	0
18488	Voter18488	62	1
18489	Voter18489	60	0
18490	Voter18490	27	0
18491	Voter18491	59	0
18492	Voter18492	52	0
18493	Voter18493	87	0
18494	Voter18494	24	0
18495	Voter18495	57	0
18496	Voter18496	30	0
18497	Voter18497	60	0
18498	Voter18498	29	0
18499	Voter18499	62	0
18500	Voter18500	21	0
18501	Voter18501	18	0
18502	Voter18502	34	0
18503	Voter18503	39	0
18504	Voter18504	49	0
18505	Voter18505	18	0
18506	Voter18506	37	0
18507	Voter18507	56	0
18508	Voter18508	34	0
18509	Voter18509	62	0
18510	Voter18510	20	1
18511	Voter18511	55	0
18512	Voter18512	42	1
18513	Voter18513	40	0
18514	Voter18514	36	0
18515	Voter18515	43	0
18516	Voter18516	79	0
18517	Voter18517	27	0
18518	Voter18518	62	0
18519	Voter18519	60	0
18520	Voter18520	32	0
18521	Voter18521	62	0
18522	Voter18522	51	0
18523	Voter18523	46	0
18524	Voter18524	19	0
18525	Voter18525	58	0
18526	Voter18526	36	1
18527	Voter18527	81	0
18528	Voter18528	31	0
18529	Voter18529	48	0
18530	Voter18530	54	0
18531	Voter18531	20	0
18532	Voter18532	22	0
18533	Voter18533	36	0
18534	Voter18534	43	0
18535	Voter18535	27	0
18536	Voter18536	33	0
18537	Voter18537	21	1
18538	Voter18538	21	0
18539	Voter18539	70	0
18540	Voter18540	19	0
18541	Voter18541	35	0
18542	Voter18542	27	0
18543	Voter18543	59	0
18544	Voter18544	66	0
18545	Voter18545	80	0
18546	Voter18546	57	1
18547	Voter18547	36	1
18548	Voter18548	88	1
18549	Voter18549	49	0
18550	Voter18550	36	1
18551	Voter18551	53	0
18552	Voter18552	50	0
18553	Voter18553	83	0
18554	Voter18554	49	0
18555	Voter18555	41	0
18556	Voter18556	62	0
18557	Voter18557	58	0
18558	Voter18558	36	1
18559	Voter18559	85	0
